"SampDate","SpName","TagNo","TL_mm","WT_g","Sex_MFU"
2017-09-13,"Atlantic Salmon","3556","516","1520","F"
2017-09-13,"Atlantic Salmon","3557","487","1400","F"
2017-09-14,"Atlantic Salmon","3558","546","1800","M"
2017-09-14,"Atlantic Salmon","3559","617","2660","F"
2017-09-14,"Atlantic Salmon","3532","470","940","F"
2017-09-14,"Atlantic Salmon","3560","565","2140","M"
2017-09-14,"Atlantic Salmon","3561","660","2760","F"
2017-09-14,"Atlantic Salmon","3562","530","2120","M"
2017-09-14,"Atlantic Salmon","3563","605","2360","M"
2017-09-14,"Atlantic Salmon","3548","500","1360","F"
2017-09-15,"Atlantic Salmon","3564","587","2100","M"
2017-09-18,"Atlantic Salmon","3565","571","2140","M"
2017-09-21,"Atlantic Salmon","3566","635","3100","F"
2017-10-03,"Atlantic Salmon","3567","621","2720","M"
2017-10-05,"Atlantic Salmon","3568","677","4220","F"
2017-10-05,"Atlantic Salmon","3569","587","1940","M"
2017-10-05,"Atlantic Salmon","3570","533","1780","F"
2017-10-05,"Atlantic Salmon","3571","620","3080","F"
2017-10-05,"Atlantic Salmon","3572","592","2420","F"
2017-10-06,"Atlantic Salmon","3573","662","3160","F"
2017-10-06,"Atlantic Salmon","3574","720","4020","M"
2017-10-06,"Atlantic Salmon","3575","539","1940","M"
2017-10-06,"Atlantic Salmon","3576","737","4380","M"
2017-10-09,"Atlantic Salmon","3577","670","4100","F"
2017-10-09,"Atlantic Salmon","3578","662","3460","M"
2017-10-09,"Atlantic Salmon","3536","577","2000","M"
2017-10-09,"Atlantic Salmon","3547","575","2440","F"
2017-10-09,"Atlantic Salmon","3539","590","1980","F"
2017-10-09,"Atlantic Salmon","3580","570","2120","M"
2017-10-09,"Atlantic Salmon","3581","610","2500","M"
2017-10-09,"Atlantic Salmon","3582","778","5040","M"
2017-10-10,"Atlantic Salmon","3583","515","1180","M"
2017-10-10,"Atlantic Salmon","3584","615","2100","M"
2017-10-10,"Atlantic Salmon","3585",NA,"1700","M"
2017-10-10,"Atlantic Salmon","3586","640","2180","M"
2017-10-10,"Atlantic Salmon","3587","563","2000","M"
2017-10-10,"Atlantic Salmon","3589","575","1960","M"
2017-10-11,"Atlantic Salmon","3546","553","1460","F"
2017-10-13,"Atlantic Salmon","3590","590","2450","F"
2017-10-13,"Atlantic Salmon","3591","530","1400","M"
2017-10-13,"Atlantic Salmon","3592","655","3460","F"
2017-10-13,"Atlantic Salmon","3593","670","3740","F"
2017-10-13,"Atlantic Salmon","3601","698","3580","M"
2017-10-13,"Atlantic Salmon","3602","561","1920","M"
2017-10-16,"Atlantic Salmon","3603","615","2440","M"
2017-10-16,"Atlantic Salmon","3604","638","2960","M"
2017-10-16,"Atlantic Salmon","3605","625","2700","F"
2017-10-16,"Atlantic Salmon","3538","657","2940","F"
2017-10-16,"Atlantic Salmon","3606","615","2640","M"
2017-10-16,"Atlantic Salmon","3607","560","2200","F"
2017-10-18,"Atlantic Salmon","3608","553","1460","M"
2017-10-20,"Atlantic Salmon","3609","645","2120","M"
2017-10-20,"Atlantic Salmon","3611","631","2920","F"
2017-10-23,"Atlantic Salmon","3612","648","3260","F"
2017-10-23,"Atlantic Salmon","3613","645","2580","M"
2017-10-23,"Atlantic Salmon","3614","655","3440","F"
2017-10-24,"Atlantic Salmon","3615","520","1500","M"
2017-10-24,"Atlantic Salmon","3616","674","3240","M"
2017-10-24,"Atlantic Salmon","3617","627","3080","F"
2017-10-25,"Atlantic Salmon","3618","603","2220","M"
2017-10-25,"Atlantic Salmon","3619","725","3720","M"
2017-10-27,"Atlantic Salmon","3620","562","1840","M"
2017-10-27,"Atlantic Salmon","3621","660","3240","M"
2017-10-27,"Atlantic Salmon","3622","670","2900","F"
2017-10-27,"Atlantic Salmon","3623","661","3240","F"
2017-10-31,"Atlantic Salmon","3537","596","2020","F"
2017-11-07,"Atlantic Salmon","3624","543","1740","M"
2017-11-07,"Atlantic Salmon","3625","576","2500","F"
2017-11-09,"Atlantic Salmon","3626","625","3120","M"
2017-11-09,"Atlantic Salmon","2647","423","820","M"
2018-09-14,"Atlantic Salmon","3627","562","2000","M"
2018-09-24,"Atlantic Salmon","3628","538","1340","M"
2018-09-27,"Atlantic Salmon","3629","771","5200","M"
2018-09-27,"Atlantic Salmon","3631","503","1280","F"
2018-09-27,"Atlantic Salmon","3632","505","1580","M"
2018-09-28,"Atlantic Salmon","3633","582","2620","F"
2018-10-01,"Atlantic Salmon","3634","525","1760","F"
2018-10-01,"Atlantic Salmon","3635","575","2160","F"
2018-10-01,"Atlantic Salmon","3636","586","2320","M"
2018-10-01,"Atlantic Salmon","3637","645","3100","F"
2018-10-01,"Atlantic Salmon","3638","600","2400","M"
2018-10-01,"Atlantic Salmon","3639","531","1700","F"
2018-10-03,"Atlantic Salmon","3640","634","2620","M"
2018-10-03,"Atlantic Salmon","3641","550","1480","F"
2018-10-03,"Atlantic Salmon","3642","600","2240","M"
2018-10-05,"Atlantic Salmon","3643","592","2220","M"
2018-10-05,"Atlantic Salmon","3644","573","2210","F"
2018-10-09,"Atlantic Salmon","3645","596","2180","M"
2018-10-09,"Atlantic Salmon","3646","581","2540","F"
2018-10-09,"Atlantic Salmon","3647","515","1400","M"
2018-10-09,"Atlantic Salmon","3648","540","1900","F"
2018-10-09,"Atlantic Salmon","3649","530","1800","F"
2018-10-09,"Atlantic Salmon","3650","573","2060","F"
2018-10-09,"Atlantic Salmon","3651","534","1840","F"
2018-10-09,"Atlantic Salmon","3652","330","440","U"
2018-10-09,"Atlantic Salmon","3653","494","1340","F"
2018-10-09,"Atlantic Salmon","3654","491","1380","F"
2018-10-09,"Atlantic Salmon","3655","275","260","U"
2018-10-09,"Atlantic Salmon","3658","300","300","U"
2018-10-09,"Atlantic Salmon","3659","320","360","U"
2018-10-10,"Atlantic Salmon","3660","595","2000","M"
2018-10-10,"Atlantic Salmon","3661","551","1740","M"
2018-10-10,"Atlantic Salmon",NA,"305","380","U"
2018-10-10,"Atlantic Salmon",NA,"260","220","U"
2018-10-12,"Atlantic Salmon","3662","584","2240","M"
2018-10-12,"Atlantic Salmon","3663","521","1200","F"
2018-10-12,"Atlantic Salmon","3664","513","1600","F"
2018-10-12,"Atlantic Salmon","3665","570","2100","F"
2018-10-12,"Atlantic Salmon",NA,"284","240","U"
2018-10-15,"Atlantic Salmon","3666","590","1460","M"
2018-10-15,"Atlantic Salmon","3667","595","2100","M"
2018-10-15,"Atlantic Salmon","3668","502","1480","M"
2018-10-15,"Atlantic Salmon","3669","608","2120","M"
2018-10-15,"Atlantic Salmon",NA,"296","280","U"
2018-10-18,"Atlantic Salmon","3670","525","1380","M"
2018-11-01,"Atlantic Salmon","2798","516","1410","F"
2018-11-08,"Atlantic Salmon","2836","490","1260","F"
2018-11-08,"Atlantic Salmon","3671","482","1220","M"
2018-11-14,"Atlantic Salmon","3672","510","1200","M"
2018-11-15,"Atlantic Salmon","3673","517","1380","F"
2019-05-09,"Atlantic Salmon","3674","501","1220","M"
2019-06-14,"Atlantic Salmon","3675","584","1800","U"
2019-06-14,"Atlantic Salmon","3676","662","2760","U"
2019-06-14,"Atlantic Salmon","3677","641","2700","U"
2019-07-12,"Atlantic Salmon","3678","525","1240","U"
2019-07-12,"Atlantic Salmon","3679","490","1240","M"
2019-07-12,"Atlantic Salmon","3680","660","2540","M"
2019-09-30,"Atlantic Salmon","3681","575","1800","M"
2019-09-30,"Atlantic Salmon","3682","560","2180","F"
2019-09-30,"Atlantic Salmon","3683","553","1620","M"
2019-09-30,"Atlantic Salmon","3684","546","1920","M"
2019-09-30,"Atlantic Salmon","3685","550","1980","M"
2019-10-02,"Atlantic Salmon","3686","595","2200","M"
2019-10-02,"Atlantic Salmon","3688","648","2700","M"
2019-10-04,"Atlantic Salmon","3689","513","1520","F"
2019-10-07,"Atlantic Salmon","3690","574","2200","M"
2019-10-07,"Atlantic Salmon","3691","554","2080","M"
2019-10-07,"Atlantic Salmon","3692","507","1520","F"
2019-10-07,"Atlantic Salmon","3693","585","2180","M"
2019-10-10,"Atlantic Salmon","3694","565","1900","F"
2019-10-10,"Atlantic Salmon","3695","595","2040","M"
2019-10-10,"Atlantic Salmon","3696","582","2220","M"
2019-10-10,"Atlantic Salmon","3697","600","2540","M"
2019-10-11,"Atlantic Salmon","3698","586","1960","M"
2019-10-11,"Atlantic Salmon","3699","522","1480","F"
2019-10-11,"Atlantic Salmon","3700","566","1780","M"
2019-10-12,"Atlantic Salmon","3701","582","1800","M"
2019-10-12,"Atlantic Salmon","3702","514","1500","F"
2019-10-12,"Atlantic Salmon","3703","548","1860","F"
2019-10-12,"Atlantic Salmon","3704","575","2020","F"
2019-10-12,"Atlantic Salmon","3705","604","2000","M"
2019-10-12,"Atlantic Salmon","3706","588","1940","M"
2019-10-12,"Atlantic Salmon","3707","545","2020","F"
2019-10-12,"Atlantic Salmon","3708","562","2320","F"
2019-10-15,"Atlantic Salmon","3709","603","2160","M"
2019-10-15,"Atlantic Salmon","3710","612","2820","M"
2019-10-17,"Atlantic Salmon","3712","539","1920","F"
2019-10-17,"Atlantic Salmon","3714","578","2400","F"
2019-10-17,"Atlantic Salmon","3715","535","1820","M"
2019-10-21,"Atlantic Salmon","753","679","3360","F"
2019-10-22,"Atlantic Salmon","3716","577","1940","M"
2019-10-22,"Atlantic Salmon","3717","580","2010","M"
2019-10-22,"Atlantic Salmon","4393","561","1520","M"
2019-10-22,"Atlantic Salmon","3720","493","1380","F"
2019-10-22,"Atlantic Salmon","3721","482","1400","F"
2019-10-22,"Atlantic Salmon","3722","493","1340","F"
2019-10-23,"Atlantic Salmon","3723","557","1940","F"
2019-10-23,"Atlantic Salmon","3724","542","1660","M"
2019-10-23,"Atlantic Salmon","3725","455","740","M"
2019-10-25,"Atlantic Salmon","3750","681","3300","F"
2019-10-25,"Atlantic Salmon","3749","475","1020","M"
2019-10-25,"Atlantic Salmon","3748","581","1900","M"
2019-10-25,"Atlantic Salmon","3747","511","1380","F"
2019-10-25,"Atlantic Salmon","3746","486","1120","M"
2019-10-25,"Atlantic Salmon","3745","548","2000","F"
2019-10-28,"Atlantic Salmon","3744","559","1740","M"
2019-10-28,"Atlantic Salmon","3743","493","1240","F"
2019-10-28,"Atlantic Salmon","3742","547","1900","F"
2019-10-28,"Atlantic Salmon","3741","535","1340","M"
2019-11-01,"Atlantic Salmon",NA,NA,NA,"U"
2019-11-01,"Atlantic Salmon",NA,NA,NA,"U"
2019-11-01,"Atlantic Salmon",NA,NA,NA,"U"
2019-11-08,"Atlantic Salmon","3740","492","1180","M"
2020-10-02,"Atlantic Salmon","3726","591","2120","M"
2020-10-02,"Atlantic Salmon","3727","528","1620","F"
2020-10-02,"Atlantic Salmon","3729","645","3100","F"
2020-10-05,"Atlantic Salmon","3730","593","2440","F"
2020-10-07,"Atlantic Salmon","3731","567","2120","M"
2020-10-07,"Atlantic Salmon","3733","571","2020","F"
2020-10-09,"Atlantic Salmon","3735","546","1900","F"
2020-10-09,"Atlantic Salmon","3736","722","4280","F"
2020-10-12,"Atlantic Salmon","3737","514","1580","F"
2020-10-12,"Atlantic Salmon","3738","600","2080","M"
2020-10-12,"Atlantic Salmon","3596","547","1760","F"
2020-10-12,"Atlantic Salmon","3600","565","1640","M"
2020-10-12,"Atlantic Salmon","3751","704","3520","M"
2020-10-12,"Atlantic Salmon","3752","625","2920","F"
2020-10-12,"Atlantic Salmon","3753","640","2780","M"
2020-10-14,"Atlantic Salmon","3754","702","3240","M"
2020-10-14,"Atlantic Salmon","3755","617","2380","M"
2020-10-14,"Atlantic Salmon","3756","527","1760","F"
2020-10-14,"Atlantic Salmon","3757","629","2460","M"
2020-10-16,"Atlantic Salmon","3758","648","2640","M"
2020-10-19,"Atlantic Salmon","3759","533","1640","M"
2020-10-19,"Atlantic Salmon","3760","592","2320","F"
2020-10-19,"Atlantic Salmon","3761","576","1860","M"
2020-10-19,"Atlantic Salmon","3762","568","1700","M"
2020-10-21,"Atlantic Salmon","3764","614","2360","M"
2020-10-21,"Atlantic Salmon","3766","615","2100","M"
2020-10-21,"Atlantic Salmon","3767","620","2340","M"
2020-10-21,"Atlantic Salmon","3768","581","2040","F"
2020-10-21,"Atlantic Salmon","3769","622","2260","M"
2020-10-21,"Atlantic Salmon","3770","599","2420","F"
2020-10-21,"Atlantic Salmon","3771","599","2620","M"
2020-10-26,"Atlantic Salmon","3772","668","3140","M"
2020-10-26,"Atlantic Salmon","3773","534","1760","F"
2020-10-26,"Atlantic Salmon","3775","574","1900","F"
2020-10-26,"Atlantic Salmon","3776","641","2700","M"
2020-11-02,"Atlantic Salmon","3777","564","1980","F"
2020-11-06,"Atlantic Salmon","3778","629","2380","M"
2020-11-09,"Atlantic Salmon","3779","511","1320","M"
